objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll8140,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,https://pinakes.irht.cnrs.fr/notices/cote/53197/,https://gallica.bnf.fr/ark:/12148/btv1b525124733?rk=64378%3B0,BN Supplément grec 455,,15th,,Poems,,Paris,,,,,,,,,
coll8141,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,http://pinakes.irht.cnrs.fr/notices/cote/53198/,http://gallica.bnf.fr/ark:/12148/btv1b11004454n?rk=2103014%3B4,BN Supplément grec 456,,17th,,,Lycophron|Callimachus,Paris,,,,,,,,,
coll8142,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,http://pinakes.irht.cnrs.fr/notices/cote/53199/,http://gallica.bnf.fr/ark:/12148/btv1b11004560n?rk=42918%3B4,BN Supplément grec 457,,18th,,,Homer|Euripides|Theophrastus,Paris,,,,,,,,,
coll8143,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,http://pinakes.irht.cnrs.fr/notices/cote/53200/,http://gallica.bnf.fr/ark:/12148/btv1b110045759?rk=879832%3B4,BN Supplément grec 458,,18th,,Romance,,Paris,,,,,,,,,
coll8144,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,http://pinakes.irht.cnrs.fr/notices/cote/53202/,http://gallica.bnf.fr/ark:/12148/btv1b11004913f?rk=515024%3B0,BN Supplément grec 460,,13th,,Philosophy|Diagrams,Theodore Lascaris,Paris,,,,,,,,,
coll8145,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,http://pinakes.irht.cnrs.fr/notices/cote/53204/,http://gallica.bnf.fr/ark:/12148/btv1b11005066s?rk=2253230%3B0,BN Supplément grec 462,,14th,,Lexicon|Theology,John Zonaras|Gregory Nazianzus,Paris,,,,,,,,,
coll8146,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,http://pinakes.irht.cnrs.fr/notices/cote/53205/,http://gallica.bnf.fr/ark:/12148/btv1b11000086w,BN Supplément grec 463,,14th,,,Aristophanes,Paris,,,,,,,,,
coll8147,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,http://pinakes.irht.cnrs.fr/notices/cote/53206/,http://gallica.bnf.fr/ark:/12148/btv1b52503788x,BN Supplément grec 464,,14th,,Theology,Origen,Paris,,,,,,,,,
coll8148,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,http://pinakes.irht.cnrs.fr/notices/cote/id/53206,http://gallica.bnf.fr/ark:/12148/btv1b52503788x/f1.image.r=.langFR,BN Supplément grec 464,,14th,,Theology,Origen,Paris,,,,,,,,,
coll8149,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D77,http://pinakes.irht.cnrs.fr/notices/cote/53207/,http://gallica.bnf.fr/ark:/12148/btv1b110046853?rk=64378%3B0,BN Supplément grec 465,,16th,,Law,,Paris,,,,,,,,,
coll8150,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D77,http://pinakes.irht.cnrs.fr/notices/cote/53208/,http://gallica.bnf.fr/ark:/12148/btv1b110050961?rk=278971%3B2,BN Supplément grec 466,,17th,,Philosophy,Michael of Ephesus|Aristotle,Paris,,,,,,,,,
coll8151,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D77,http://pinakes.irht.cnrs.fr/notices/cote/53209/,http://gallica.bnf.fr/ark:/12148/btv1b11004821k?rk=2339067%3B2,BN Supplément grec 467,,16th,,History|Poems|Rhetoric,Theodore Prodromos|Theocritus|Isocrates|Theophanes Confessor|George Syncellus|John Skylitzes,Paris,,,,,,,,,
coll8152,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D77,http://pinakes.irht.cnrs.fr/notices/cote/53210/,http://gallica.bnf.fr/ark:/12148/btv1b11004330n?rk=536483%3B2,BN Supplément grec 468,,13th,,Liturgy,Basil the Great,Paris,,,,,,,,,
coll8153,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D77,http://pinakes.irht.cnrs.fr/notices/cote/53212/,http://gallica.bnf.fr/ark:/12148/btv1b11004878s?rk=4399163%3B2,BN Supplément grec 469A,,10th,,Theology,Gregory Nazianzus,Paris,,,,,,,,,
coll8154,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D77,http://pinakes.irht.cnrs.fr/notices/cote/53214/,http://gallica.bnf.fr/ark:/12148/btv1b11004686j?rk=686698%3B4,BN Supplément grec 471,,16th,,Literature,Photius,Paris,,,,,,,,,
coll8155,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D77,http://pinakes.irht.cnrs.fr/notices/cote/53215/,http://gallica.bnf.fr/ark:/12148/btv1b11004411n?rk=1738206%3B0,BN Supplément grec 472,,13th,,Rhetoric,Theodore Lascaris,Paris,,,,,,,,,
coll8156,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D77,http://pinakes.irht.cnrs.fr/notices/cote/53216/,http://gallica.bnf.fr/ark:/12148/btv1b11004165c?rk=85837%3B2,BN Supplément grec 473,,13th,,Psalter,,Paris,,,,,,,,,
coll8157,http://hdl.handle.net/2027/njp.32101067625663?urlappend=%3Bseq%3D274,http://pinakes.irht.cnrs.fr/notices/cote/id/53218,http://gallica.bnf.fr/ark:/12148/btv1b525057964,BN Supplément grec 475,,17th,,Theology|Philosophy,Plethon,Paris,,,,,,,,,
coll8158,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D78,http://pinakes.irht.cnrs.fr/notices/cote/53219/,http://gallica.bnf.fr/ark:/12148/btv1b11001199c,BN Supplément grec 476,,15th,,Liturgy,,Paris,,,,,,,,,
coll8159,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D78,http://pinakes.irht.cnrs.fr/notices/cote/53220/,http://gallica.bnf.fr/ark:/12148/btv1b11004490h?rk=1866962%3B0,BN Supplément grec 477,,19th,,Liturgy|Hymns,,Paris,,,,,,,,,
coll8160,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D78,https://pinakes.irht.cnrs.fr/notices/cote/53221/,https://gallica.bnf.fr/ark:/12148/btv1b525188170,BN Supplément grec 478,,16th,,Theology,,Paris,,,,,,,,,
coll8161,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D78,http://pinakes.irht.cnrs.fr/notices/cote/53224/,http://gallica.bnf.fr/ark:/12148/btv1b110043298?rk=472105%3B2,BN Supplément grec 481,,19th,,Law,,Paris,,,,,,,,,
coll8162,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D78,http://pinakes.irht.cnrs.fr/notices/cote/53225/,http://gallica.bnf.fr/ark:/12148/btv1b11005179x?rk=4420622%3B4,BN Supplément grec 481A,,19th,,Law,,Paris,,,,,,,,,
coll8163,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D78,http://pinakes.irht.cnrs.fr/notices/cote/53226/,http://gallica.bnf.fr/ark:/12148/btv1b110048869?rk=1888421%3B2,BN Supplément grec 482,,12th,,Law,,Paris,,,,,,,,,
coll8164,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D78,http://pinakes.irht.cnrs.fr/notices/cote/53227/,http://gallica.bnf.fr/ark:/12148/btv1b11000083j,BN Supplément grec 483,,14th,,Canon law,,Paris,,,,,,,,,
coll8165,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D79,http://pinakes.irht.cnrs.fr/notices/cote/53228/,http://gallica.bnf.fr/ark:/12148/btv1b11004964z?rk=42918%3B4,BN Supplément grec 484,,14th,,Canon law,Theodore Balsamon|Matthew Blastares,Paris,,,,,,,,,
coll8166,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D79,http://pinakes.irht.cnrs.fr/notices/cote/53230/,http://gallica.bnf.fr/ark:/12148/btv1b11004718x?rk=3261818%3B4,BN Supplément grec 486,,19th,,History,John Kaminiates,Paris,,,,,,,,,
coll8167,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D79,http://pinakes.irht.cnrs.fr/notices/cote/53232/,http://gallica.bnf.fr/ark:/12148/btv1b110041710?rk=708158%3B0,BN Supplément grec 488,,17th,,Philosophy|Rhetoric,Aristotle|Aphthonius,Paris,,,,,,,,,
coll8168,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D79,http://pinakes.irht.cnrs.fr/notices/cote/53233/,http://gallica.bnf.fr/ark:/12148/btv1b110050749?rk=901292%3B0,BN Supplément grec 489,,17th,,Philosophy,Aristotle,Paris,,,,,,,,,
coll8169,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D80,http://pinakes.irht.cnrs.fr/notices/cote/53235/,http://gallica.bnf.fr/ark:/12148/btv1b11000060c,BN Supplément grec 491,,19th,,Epigrammata,,Paris,,,,,,,,,
coll8170,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D80,http://pinakes.irht.cnrs.fr/notices/cote/id/53236,http://gallica.bnf.fr/ark:/12148/btv1b52502910v,BN Supplément grec 492,,17th,,Philosophy,,Paris,,,,,,,,,
coll8171,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D80,http://pinakes.irht.cnrs.fr/notices/cote/53237/,http://gallica.bnf.fr/ark:/12148/btv1b11004161k?rk=515024%3B0,BN Supplément grec 493,,19th,,Medicine,Dioscorides,Paris,,,,,,,,,
coll8172,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D80,http://pinakes.irht.cnrs.fr/notices/cote/53239/,http://gallica.bnf.fr/ark:/12148/btv1b110050603?rk=4442082%3B0,BN Supplément grec 495,,14th,,Animals,Constantine VII Porphyrogenitus,Paris,,,,,,,,,
coll8173,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D80,http://pinakes.irht.cnrs.fr/notices/cote/id/53240,http://gallica.bnf.fr/ark:/12148/btv1b60002419,BN Supplément grec 496,,17th,,Science,,Paris,,,,,,,,,
coll8174,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D80,http://pinakes.irht.cnrs.fr/notices/cote/53241/,http://gallica.bnf.fr/ark:/12148/btv1b11004896q?rk=2832632%3B0,BN Supplément grec 497,,13th,,,Homer,Paris,,,,,,,,,
coll8175,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D80,http://pinakes.irht.cnrs.fr/notices/cote/53242/,http://gallica.bnf.fr/ark:/12148/btv1b11004375j?rk=2188852%3B0,BN Supplément grec 498,,15th,,Animals,Sophocles|Oppianus|Hesiod|Manuel Moschopoulos|Cato|Boethius,Paris,,,,,,,,,
coll8176,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D80,http://pinakes.irht.cnrs.fr/notices/cote/53243/,http://gallica.bnf.fr/ark:/12148/btv1b11004519m?rk=1673828%3B0,BN Supplément grec 499,,18th,,,Aristophanes,Paris,,,,,,,,,
coll8177,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D31,http://pinakes.irht.cnrs.fr/notices/cote/52821/,http://gallica.bnf.fr/ark:/12148/btv1b11004066f,BN Supplément grec 50,,17th,,Gospel lectionary,,Paris,,,,,,,,,
coll8178,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D80,http://pinakes.irht.cnrs.fr/notices/cote/53244/,http://gallica.bnf.fr/ark:/12148/btv1b11004702t?rk=407727%3B2,BN Supplément grec 500,,17th,,,Cato|Sophocles,Paris,,,,,,,,,
coll8179,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D81,http://pinakes.irht.cnrs.fr/notices/cote/id/53245,http://gallica.bnf.fr/ark:/12148/btv1b6001266f,BN Supplément grec 501,,15th,,Rhetoric|Poems,Theodore Prodromos,Paris,,,,,,,,,
coll8180,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D81,http://pinakes.irht.cnrs.fr/notices/cote/53246/,http://gallica.bnf.fr/ark:/12148/btv1b11005209d?rk=450646%3B0,BN Supplément grec 502,,16th,,Lexicon,Constantine Harmenopoulos,Paris,,,,,,,,,
coll8181,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D81,http://pinakes.irht.cnrs.fr/notices/cote/53247/,http://gallica.bnf.fr/ark:/12148/btv1b110048367?rk=3648086%3B4,BN Supplément grec 503,,13th,,Lexicon|Iconoclasm,Cyril of Alexandria|Nicephorus Patriarch of Constantinople,Paris,,,,,,,,,
coll8182,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D81,http://pinakes.irht.cnrs.fr/notices/cote/53250/,http://gallica.bnf.fr/ark:/12148/btv1b110001527,BN Supplément grec 505A,,16th|17th|18th,,Proverbs|Grammar|Philosophy|Letters|Theology,Gregory of Cyprus|Plato|Euthymius Zigabenus|Gregory Pardus|Constantine Lascaris|Theophylact Simocatta|John Chrysostom,Paris,,,,,,,,,
coll8183,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D31,http://pinakes.irht.cnrs.fr/notices/cote/52822/,http://gallica.bnf.fr/ark:/12148/btv1b11004157v,BN Supplément grec 51,,16th,,Mathematics|Astronomy|Music|Geometry,George Pachymeres,Paris,,,,,,,,,
coll8184,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D82,http://pinakes.irht.cnrs.fr/notices/cote/53253/,http://gallica.bnf.fr/ark:/12148/btv1b11004875f?rk=1587990%3B4,BN Supplément grec 515,,17th,,History,,Paris,,,,,,,,,
coll8185,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D82,http://pinakes.irht.cnrs.fr/notices/cote/53254/,http://gallica.bnf.fr/ark:/12148/btv1b11004647b?rk=536483%3B2,BN Supplément grec 516,,16th,,History|Church councils|Letters,Cyril of Alexandria,Paris,,,,,,,,,
coll8186,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D82,http://pinakes.irht.cnrs.fr/notices/cote/53257/,http://gallica.bnf.fr/ark:/12148/btv1b110049103?rk=21459%3B2,BN Supplément grec 519,,16th,,,Nonnus,Paris,,,,,,,,,
coll8187,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D82,http://pinakes.irht.cnrs.fr/notices/cote/53259/,http://gallica.bnf.fr/ark:/12148/btv1b110041678?rk=793995%3B2,BN Supplément grec 521,,18th,,Philosophy,Aristotle,Paris,,,,,,,,,
coll8188,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D82,http://pinakes.irht.cnrs.fr/notices/cote/53260/,http://gallica.bnf.fr/ark:/12148/btv1b110044536?rk=1394856%3B4,BN Supplément grec 522,,16th,,Philosophy,Aristotle,Paris,,,,,,,,,
coll8189,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D82,http://pinakes.irht.cnrs.fr/notices/cote/53262/,http://gallica.bnf.fr/ark:/12148/btv1b110052223?rk=1137344%3B4,BN Supplément grec 524,,16th,,Philosophy,Nicephorus Blemmydes,Paris,,,,,,,,,
coll8190,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D82,http://pinakes.irht.cnrs.fr/notices/cote/53263/,http://gallica.bnf.fr/ark:/12148/btv1b11005223j?rk=2982847%3B2,BN Supplément grec 525,,17th,,Grammar|Philosophy,George Lacapenus|Theodore Prodromos|Constantine Lascaris|Porphyry,Paris,,,,,,,,,
coll8191,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D83,http://pinakes.irht.cnrs.fr/notices/cote/53264/,http://gallica.bnf.fr/ark:/12148/btv1b11004071m,BN Supplément grec 526,,16th,,,Theodore of Gaza|Cicero,Paris,,,,,,,,,
coll8192,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D83,http://pinakes.irht.cnrs.fr/notices/cote/53265/,http://gallica.bnf.fr/ark:/12148/btv1b11005063f?rk=3369115%3B2,BN Supplément grec 527,,18th,,Theology,,Paris,,,,,,,,,
coll8193,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D83,http://pinakes.irht.cnrs.fr/notices/cote/53266/,http://gallica.bnf.fr/ark:/12148/btv1b11004118n,BN Supplément grec 528,,17th,,Pneumatica,Hero of Alexandria,Paris,,,,,,,,,
coll8194,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D83,http://pinakes.irht.cnrs.fr/notices/cote/53267/,http://gallica.bnf.fr/ark:/12148/btv1b11004113d,BN Supplément grec 529,,17th,,Military,Leo VI the Wise,Paris,,,,,,,,,
coll8195,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D31,https://pinakes.irht.cnrs.fr/notices/cote/52824/,https://gallica.bnf.fr/ark:/12148/btv1b525100460,BN Supplément grec 53,,17th,,Theology,,Paris,,,,,,,,,
coll8196,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D83,http://pinakes.irht.cnrs.fr/notices/cote/53270/,http://gallica.bnf.fr/ark:/12148/btv1b11005221n?rk=2060096%3B0,BN Supplément grec 532,,15th,,,Xenophon,Paris,,,,,,,,,
coll8197,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D83,https://pinakes.irht.cnrs.fr/notices/cote/53272/,https://gallica.bnf.fr/ark:/12148/btv1b52511095z,BN Supplément grec 534,,17th,,Theology,Origen,Paris,,,,,,,,,
coll8198,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D84,http://pinakes.irht.cnrs.fr/notices/cote/53276/,http://gallica.bnf.fr/ark:/12148/btv1b11000214v,BN Supplément grec 538,,16th,,Law,Eustathios Rhomaios,Paris,,,,,,,,,
coll8199,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D31,http://pinakes.irht.cnrs.fr/notices/cote/52825/,http://gallica.bnf.fr/ark:/12148/btv1b110050514,BN Supplément grec 54,,15th|16th,,Saints lives|Synaxarion,,Paris,,,,,,,,,
coll8200,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D84,http://pinakes.irht.cnrs.fr/notices/cote/53278/,http://gallica.bnf.fr/ark:/12148/btv1b11004965d?rk=171674%3B4,BN Supplément grec 540,,17th,,Letters,John Chrysostom,Paris,,,,,,,,,
coll8201,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D84,http://pinakes.irht.cnrs.fr/notices/cote/53279/,http://gallica.bnf.fr/ark:/12148/btv1b11004936m?rk=3133062%3B4,BN Supplément grec 541,,15th,,Geometry|Philosophy|Grammar|Poems,Hero of Alexandria|Aristotle|Boethius|Plutarch|Michael Psellus|Apollonius Dyscolus,Paris,,,,,,,,,
coll8202,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D84,http://pinakes.irht.cnrs.fr/notices/cote/53280/,http://gallica.bnf.fr/ark:/12148/btv1b110052045?rk=665239%3B2,BN Supplément grec 542,,15th,,Medicine,Galen,Paris,,,,,,,,,
coll8203,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D84,http://pinakes.irht.cnrs.fr/notices/cote/53282/,http://gallica.bnf.fr/ark:/12148/btv1b11000194s,BN Supplément grec 544,,16th,,Hymns|Theology,Gregory Pardus,Paris,,,,,,,,,
coll8204,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D84,http://pinakes.irht.cnrs.fr/notices/cote/53283/,http://gallica.bnf.fr/ark:/12148/btv1b11004898m?rk=493564%3B4,BN Supplément grec 545,,17th,,History,John Zonaras,Paris,,,,,,,,,
coll8205,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D84,http://pinakes.irht.cnrs.fr/notices/cote/53286/,http://gallica.bnf.fr/ark:/12148/btv1b11004523b?rk=1309019%3B2,BN Supplément grec 549,,18th,,Letters,John Chrysostom,Paris,,,,,,,,,
coll8206,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D31,http://pinakes.irht.cnrs.fr/notices/cote/52826/,http://gallica.bnf.fr/ark:/12148/btv1b110044877,BN Supplément grec 55,,16th,,Astronomy,John Philoponus|Nicephorus Gregoras,Paris,,,,,,,,,
coll8207,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D85,http://pinakes.irht.cnrs.fr/notices/cote/53288/,http://gallica.bnf.fr/ark:/12148/btv1b11004513x?rk=343349%3B2,BN Supplément grec 551,,17th,,Theology,Gregory Nazianzus,Paris,,,,,,,,,
coll8208,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D85,http://pinakes.irht.cnrs.fr/notices/cote/id/53292,http://gallica.bnf.fr/ark:/12148/btv1b525039536.r=.langFR,BN Supplément grec 555,,18th,,Theology,John Chrysostom,Paris,,,,,,,,,
coll8209,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D85,http://pinakes.irht.cnrs.fr/notices/cote/53294/,http://gallica.bnf.fr/ark:/12148/btv1b11005072d?rk=3819761%3B2,BN Supplément grec 557,,17th|18th,,Misc.,,Paris,,,,,,,,,
coll8210,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D85,http://pinakes.irht.cnrs.fr/notices/cote/53296/,http://gallica.bnf.fr/ark:/12148/btv1b110050855?rk=2532201%3B2,BN Supplément grec 559 (1),,18th,,Theology,Gregory Nazianzus,Paris,,,,,,,,,
coll8211,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D85,http://pinakes.irht.cnrs.fr/notices/cote/53296/,http://gallica.bnf.fr/ark:/12148/btv1b11004485b?rk=772536%3B0,BN Supplément grec 559 (2),,18th,,Theology,Gregory Nazianzus,Paris,,,,,,,,,
coll8212,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D85,http://pinakes.irht.cnrs.fr/notices/cote/53296/,http://gallica.bnf.fr/ark:/12148/btv1b11000275s/f3.image,BN Supplément grec 559 (3),,18th,,Theology,Gregory Nazianzus,Paris,,,,,,,,,
coll8213,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D86,http://pinakes.irht.cnrs.fr/notices/cote/53298/,http://gallica.bnf.fr/ark:/12148/btv1b110041013,BN Supplément grec 561,,19th,,Poems,,Paris,,,,,,,,,
coll8214,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D86,http://pinakes.irht.cnrs.fr/notices/cote/53300/,http://gallica.bnf.fr/ark:/12148/btv1b11004754s?rk=1716746%3B4,BN Supplément grec 563,,11th,,Saints lives,,Paris,,,,,,,,,
coll8215,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D86,http://pinakes.irht.cnrs.fr/notices/cote/53301/,http://gallica.bnf.fr/ark:/12148/btv1b110047055?rk=515024%3B0,BN Supplément grec 564,,13th,,Menaion,,Paris,,,,,,,,,
coll8216,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D86,http://pinakes.irht.cnrs.fr/notices/cote/53302/,http://gallica.bnf.fr/ark:/12148/btv1b110049679?rk=1909880%3B4,BN Supplément grec 565,,17th,,History|Architecture|Astronomy,George Akropolites|Paul Silentiarios,Paris,,,,,,,,,
coll8217,http://hdl.handle.net/2027/njp.32101067625663?urlappend=%3Bseq%3D285,http://pinakes.irht.cnrs.fr/notices/cote/id/53306,http://gallica.bnf.fr/ark:/12148/btv1b525060402,BN Supplément grec 569,,18th,,Inscriptions,,Paris,,,,,,,,,
coll8218,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D32,http://pinakes.irht.cnrs.fr/notices/cote/52828/,http://gallica.bnf.fr/ark:/12148/btv1b11004057g,BN Supplément grec 57,,14th,,Geography,,Paris,,,,,,,,,
coll8219,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D86,http://pinakes.irht.cnrs.fr/notices/cote/53306/,http://gallica.bnf.fr/ark:/12148/btv1b110044642?rk=2274689%3B2,BN Supplément grec 570,,18th,,Inscriptions,,Paris,,,,,,,,,
coll8220,http://hdl.handle.net/2027/njp.32101067625663?urlappend=%3Bseq%3D285,http://pinakes.irht.cnrs.fr/notices/cote/id/53306,http://gallica.bnf.fr/ark:/12148/btv1b52506327h,BN Supplément grec 571,,18th,,Inscriptions,,Paris,,,,,,,,,
coll8221,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D86,http://pinakes.irht.cnrs.fr/notices/cote/id/53306,http://gallica.bnf.fr/ark:/12148/btv1b52000477h,BN Supplément grec 571A,,18th,,Inscriptions,,Paris,,,,,,,,,
coll8222,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D86,http://pinakes.irht.cnrs.fr/notices/cote/53306/,http://gallica.bnf.fr/ark:/12148/btv1b52000477h,BN Supplément grec 571A,,18th,,Inscriptions,,Paris,,,,,,,,,
coll8223,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D86,https://pinakes.irht.cnrs.fr/notices/cote/53306/,https://gallica.bnf.fr/ark:/12148/btv1b52513244w?rk=171674%3B4,BN Supplément grec 571B,,18th,,Inscriptions,,Paris,,,,,,,,,
coll8224,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D86,http://pinakes.irht.cnrs.fr/notices/cote/id/53308,http://gallica.bnf.fr/ark:/12148/btv1b525030475,BN Supplément grec 574,,4th,,Magic,,Paris,,,,,,,,,
